part_number,rev,specification,conductors,gauge_awg,stranding,basic_wire_symbol,component_wire_spec,component_wire_pn,insulation_material,conductor_material,conductor_od_in,conductor_resistance_ohm_per_1000ft,identification_method,identification_color_table,identification_marking,wire_identification_colors,shield_code,shield_description,shield_material,shield_style,shield_coverage,shield_temperature_c,jacket_code,jacket_description,jacket_material,jacket_color,jacket_construction,jacket_temperature_c,core_od_in_estimated,overall_od_in_estimated,temperature_rating_c,voltage_rating_v,path
M27500-12MH4T14,1,MIL-DTL-27500,4,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.310,0.358,150,600,M27500-12MH4T14/M27500-12MH4T14-rev1
M27500-12MH4T23,1,MIL-DTL-27500,4,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.310,0.358,150,600,M27500-12MH4T23/M27500-12MH4T23-rev1
M27500-12MH4U00,1,MIL-DTL-27500,4,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,00,no jacket,,,,,0.310,0.310,150,600,M27500-12MH4U00/M27500-12MH4U00-rev1
M27500-12MH4U09,1,MIL-DTL-27500,4,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.310,0.338,150,600,M27500-12MH4U09/M27500-12MH4U09-rev1
M27500-12MH4U14,1,MIL-DTL-27500,4,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.310,0.338,150,600,M27500-12MH4U14/M27500-12MH4U14-rev1
M27500-12MH4U23,1,MIL-DTL-27500,4,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.310,0.338,150,600,M27500-12MH4U23/M27500-12MH4U23-rev1
M27500-12MH5S00,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.347,0.367,150,600,M27500-12MH5S00/M27500-12MH5S00-rev1
M27500-12MH5S09,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.347,0.395,150,600,M27500-12MH5S09/M27500-12MH5S09-rev1
M27500-12MH5S14,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.347,0.395,150,600,M27500-12MH5S14/M27500-12MH5S14-rev1
M27500-12MH5S23,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.347,0.395,150,600,M27500-12MH5S23/M27500-12MH5S23-rev1
M27500-12MH5T00,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.347,0.367,150,600,M27500-12MH5T00/M27500-12MH5T00-rev1
M27500-12MH5T09,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.347,0.395,150,600,M27500-12MH5T09/M27500-12MH5T09-rev1
M27500-12MH5T14,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.347,0.395,150,600,M27500-12MH5T14/M27500-12MH5T14-rev1
M27500-12MH5T23,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.347,0.395,150,600,M27500-12MH5T23/M27500-12MH5T23-rev1
M27500-12MH5U00,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,00,no jacket,,,,,0.347,0.347,150,600,M27500-12MH5U00/M27500-12MH5U00-rev1
M27500-12MH5U09,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.347,0.375,150,600,M27500-12MH5U09/M27500-12MH5U09-rev1
M27500-12MH5U14,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.347,0.375,150,600,M27500-12MH5U14/M27500-12MH5U14-rev1
M27500-12MH5U23,1,MIL-DTL-27500,5,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.347,0.375,150,600,M27500-12MH5U23/M27500-12MH5U23-rev1
M27500-12MH6S00,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.386,0.406,150,600,M27500-12MH6S00/M27500-12MH6S00-rev1
M27500-12MH6S09,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.386,0.446,150,600,M27500-12MH6S09/M27500-12MH6S09-rev1
M27500-12MH6S14,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.386,0.446,150,600,M27500-12MH6S14/M27500-12MH6S14-rev1
M27500-12MH6S23,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.386,0.446,150,600,M27500-12MH6S23/M27500-12MH6S23-rev1
M27500-12MH6T00,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.386,0.406,150,600,M27500-12MH6T00/M27500-12MH6T00-rev1
M27500-12MH6T09,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.386,0.446,150,600,M27500-12MH6T09/M27500-12MH6T09-rev1
M27500-12MH6T14,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.386,0.446,150,600,M27500-12MH6T14/M27500-12MH6T14-rev1
M27500-12MH6T23,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.386,0.446,150,600,M27500-12MH6T23/M27500-12MH6T23-rev1
M27500-12MH6U00,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,00,no jacket,,,,,0.386,0.386,150,600,M27500-12MH6U00/M27500-12MH6U00-rev1
M27500-12MH6U09,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.386,0.414,150,600,M27500-12MH6U09/M27500-12MH6U09-rev1
M27500-12MH6U14,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.386,0.414,150,600,M27500-12MH6U14/M27500-12MH6U14-rev1
M27500-12MH6U23,1,MIL-DTL-27500,6,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.386,0.414,150,600,M27500-12MH6U23/M27500-12MH6U23-rev1
M27500-12MH7S00,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.386,0.406,150,600,M27500-12MH7S00/M27500-12MH7S00-rev1
M27500-12MH7S09,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.386,0.446,150,600,M27500-12MH7S09/M27500-12MH7S09-rev1
M27500-12MH7S14,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.386,0.446,150,600,M27500-12MH7S14/M27500-12MH7S14-rev1
M27500-12MH7S23,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.386,0.446,150,600,M27500-12MH7S23/M27500-12MH7S23-rev1
M27500-12MH7T00,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.386,0.406,150,600,M27500-12MH7T00/M27500-12MH7T00-rev1
M27500-12MH7T09,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.386,0.446,150,600,M27500-12MH7T09/M27500-12MH7T09-rev1
M27500-12MH7T14,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.386,0.446,150,600,M27500-12MH7T14/M27500-12MH7T14-rev1
M27500-12MH7T23,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.386,0.446,150,600,M27500-12MH7T23/M27500-12MH7T23-rev1
M27500-12MH7U00,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,U,no shield,,,,,00,no jacket,,,,,0.386,0.386,150,600,M27500-12MH7U00/M27500-12MH7U00-rev1
M27500-12MH7U09,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.386,0.414,150,600,M27500-12MH7U09/M27500-12MH7U09-rev1
M27500-12MH7U14,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.386,0.414,150,600,M27500-12MH7U14/M27500-12MH7U14-rev1
M27500-12MH7U23,1,MIL-DTL-27500,7,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.386,0.414,150,600,M27500-12MH7U23/M27500-12MH7U23-rev1
M27500-12MH8S00,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.425,0.450,150,600,M27500-12MH8S00/M27500-12MH8S00-rev1
M27500-12MH8S09,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.425,0.490,150,600,M27500-12MH8S09/M27500-12MH8S09-rev1
M27500-12MH8S14,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.425,0.490,150,600,M27500-12MH8S14/M27500-12MH8S14-rev1
M27500-12MH8S23,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.425,0.490,150,600,M27500-12MH8S23/M27500-12MH8S23-rev1
M27500-12MH8T00,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.425,0.450,150,600,M27500-12MH8T00/M27500-12MH8T00-rev1
M27500-12MH8T09,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.425,0.490,150,600,M27500-12MH8T09/M27500-12MH8T09-rev1
M27500-12MH8T14,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.425,0.490,150,600,M27500-12MH8T14/M27500-12MH8T14-rev1
M27500-12MH8T23,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.425,0.490,150,600,M27500-12MH8T23/M27500-12MH8T23-rev1
M27500-12MH8U00,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,00,no jacket,,,,,0.425,0.425,150,600,M27500-12MH8U00/M27500-12MH8U00-rev1
M27500-12MH8U09,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.425,0.465,150,600,M27500-12MH8U09/M27500-12MH8U09-rev1
M27500-12MH8U14,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.425,0.465,150,600,M27500-12MH8U14/M27500-12MH8U14-rev1
M27500-12MH8U23,1,MIL-DTL-27500,8,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet,U,no shield,,,,,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.425,0.465,150,600,M27500-12MH8U23/M27500-12MH8U23-rev1
M27500-12MH9S00,1,MIL-DTL-27500,9,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,00,no jacket,,,,,0.464,0.490,150,600,M27500-12MH9S00/M27500-12MH9S00-rev1
M27500-12MH9S09,1,MIL-DTL-27500,9,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.464,0.530,150,600,M27500-12MH9S09/M27500-12MH9S09-rev1
M27500-12MH9S14,1,MIL-DTL-27500,9,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,14,extruded white ethylene-tetrafluoroethylene copolymer (ETFE),ETFE,white,extruded,150,0.464,0.530,150,600,M27500-12MH9S14/M27500-12MH9S14-rev1
M27500-12MH9S23,1,MIL-DTL-27500,9,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,S,"round, silver-coated copper",silver-coated copper,round braid,85%,200,23,extruded white crosslinked modified ETFE (XLETFE),XLETFE,white,extruded,200,0.464,0.530,150,600,M27500-12MH9S23/M27500-12MH9S23-rev1
M27500-12MH9T00,1,MIL-DTL-27500,9,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,00,no jacket,,,,,0.464,0.490,150,600,M27500-12MH9T00/M27500-12MH9T00-rev1
M27500-12MH9T09,1,MIL-DTL-27500,9,12,37x28,MH,MIL-DTL-81044/9,M81044/9-12,crosslinked polyalkene with crosslinked PVDF jacket,tin-coated copper,0.126,2.02,-,IIIA,stripe,white|white/blue|white/orange|white/green|white/red|white/black|white/yellow|white/violet|white/gray,T,"round, tin-coated copper",tin-coated copper,round braid,85%,150,09,extruded white fluorinated ethylene propylene (FEP),FEP,white,extruded,200,0.464,0.530,150,600,M27500-12MH9T09/M27500-12MH9T09-rev1
