part_number,official_pin,rev,slash,gauge_awg,color_code,color_name,specification,insulation,insulation_detail,wall,plating,conductor,conductor_material,stranding,conductor_od_in,wire_od_in,insulation_wall_in,weight_lb_per_kft,resistance_ohm_per_kft,temperature_c,voltage_v,m27500_symbol,datasheet,path
M22759_33-28-92,M22759/33-28-92,1,33,28,92,white/red,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x36,0.0150,0.027,0.0060,0.93,74.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-28-92/M22759_33-28-92-rev1
M22759_33-28-93,M22759/33-28-93,1,33,28,93,white/orange,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x36,0.0150,0.027,0.0060,0.93,74.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-28-93/M22759_33-28-93-rev1
M22759_33-28-94,M22759/33-28-94,1,33,28,94,white/yellow,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x36,0.0150,0.027,0.0060,0.93,74.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-28-94/M22759_33-28-94-rev1
M22759_33-28-95,M22759/33-28-95,1,33,28,95,white/green,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x36,0.0150,0.027,0.0060,0.93,74.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-28-95/M22759_33-28-95-rev1
M22759_33-28-96,M22759/33-28-96,1,33,28,96,white/blue,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x36,0.0150,0.027,0.0060,0.93,74.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-28-96/M22759_33-28-96-rev1
M22759_33-28-97,M22759/33-28-97,1,33,28,97,white/violet,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x36,0.0150,0.027,0.0060,0.93,74.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-28-97/M22759_33-28-97-rev1
M22759_33-28-98,M22759/33-28-98,1,33,28,98,white/gray,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x36,0.0150,0.027,0.0060,0.93,74.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-28-98/M22759_33-28-98-rev1
M22759_33-30-0,M22759/33-30-0,1,33,30,0,black,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-0/M22759_33-30-0-rev1
M22759_33-30-1,M22759/33-30-1,1,33,30,1,brown,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-1/M22759_33-30-1-rev1
M22759_33-30-2,M22759/33-30-2,1,33,30,2,red,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-2/M22759_33-30-2-rev1
M22759_33-30-3,M22759/33-30-3,1,33,30,3,orange,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-3/M22759_33-30-3-rev1
M22759_33-30-4,M22759/33-30-4,1,33,30,4,yellow,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-4/M22759_33-30-4-rev1
M22759_33-30-5,M22759/33-30-5,1,33,30,5,green,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-5/M22759_33-30-5-rev1
M22759_33-30-6,M22759/33-30-6,1,33,30,6,blue,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-6/M22759_33-30-6-rev1
M22759_33-30-7,M22759/33-30-7,1,33,30,7,violet,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-7/M22759_33-30-7-rev1
M22759_33-30-8,M22759/33-30-8,1,33,30,8,gray,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-8/M22759_33-30-8-rev1
M22759_33-30-9,M22759/33-30-9,1,33,30,9,white,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-9/M22759_33-30-9-rev1
M22759_33-30-90,M22759/33-30-90,1,33,30,90,white/black,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-90/M22759_33-30-90-rev1
M22759_33-30-91,M22759/33-30-91,1,33,30,91,white/brown,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-91/M22759_33-30-91-rev1
M22759_33-30-92,M22759/33-30-92,1,33,30,92,white/red,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-92/M22759_33-30-92-rev1
M22759_33-30-93,M22759/33-30-93,1,33,30,93,white/orange,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-93/M22759_33-30-93-rev1
M22759_33-30-94,M22759/33-30-94,1,33,30,94,white/yellow,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-94/M22759_33-30-94-rev1
M22759_33-30-95,M22759/33-30-95,1,33,30,95,white/green,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-95/M22759_33-30-95-rev1
M22759_33-30-96,M22759/33-30-96,1,33,30,96,white/blue,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-96/M22759_33-30-96-rev1
M22759_33-30-97,M22759/33-30-97,1,33,30,97,white/violet,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-97/M22759_33-30-97-rev1
M22759_33-30-98,M22759/33-30-98,1,33,30,98,white/gray,MIL-DTL-22759/33,XL-ETFE,crosslinked modified ETFE,light,silver,high-strength copper alloy,silver-coated high-strength copper alloy,7x38,0.0120,0.024,0.0060,0.67,117.4,200,600,SC,https://www.glenair.com/guardian-conduit-system/pdf/wire-diameter-lookup-tables.pdf,M22759_33-30-98/M22759_33-30-98-rev1
M22759_41-10-0,M22759/41-10-0,1,41,10,0,black,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-0/M22759_41-10-0-rev1
M22759_41-10-1,M22759/41-10-1,1,41,10,1,brown,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-1/M22759_41-10-1-rev1
M22759_41-10-2,M22759/41-10-2,1,41,10,2,red,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-2/M22759_41-10-2-rev1
M22759_41-10-3,M22759/41-10-3,1,41,10,3,orange,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-3/M22759_41-10-3-rev1
M22759_41-10-4,M22759/41-10-4,1,41,10,4,yellow,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-4/M22759_41-10-4-rev1
M22759_41-10-5,M22759/41-10-5,1,41,10,5,green,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-5/M22759_41-10-5-rev1
M22759_41-10-6,M22759/41-10-6,1,41,10,6,blue,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-6/M22759_41-10-6-rev1
M22759_41-10-7,M22759/41-10-7,1,41,10,7,violet,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-7/M22759_41-10-7-rev1
M22759_41-10-8,M22759/41-10-8,1,41,10,8,gray,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-8/M22759_41-10-8-rev1
M22759_41-10-9,M22759/41-10-9,1,41,10,9,white,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-9/M22759_41-10-9-rev1
M22759_41-10-90,M22759/41-10-90,1,41,10,90,white/black,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-90/M22759_41-10-90-rev1
M22759_41-10-91,M22759/41-10-91,1,41,10,91,white/brown,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-91/M22759_41-10-91-rev1
M22759_41-10-92,M22759/41-10-92,1,41,10,92,white/red,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-92/M22759_41-10-92-rev1
M22759_41-10-93,M22759/41-10-93,1,41,10,93,white/orange,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-93/M22759_41-10-93-rev1
M22759_41-10-94,M22759/41-10-94,1,41,10,94,white/yellow,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-94/M22759_41-10-94-rev1
M22759_41-10-95,M22759/41-10-95,1,41,10,95,white/green,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-95/M22759_41-10-95-rev1
M22759_41-10-96,M22759/41-10-96,1,41,10,96,white/blue,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-96/M22759_41-10-96-rev1
M22759_41-10-97,M22759/41-10-97,1,41,10,97,white/violet,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-97/M22759_41-10-97-rev1
M22759_41-10-98,M22759/41-10-98,1,41,10,98,white/gray,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x26,0.1095,0.134,0.0123,32.4,1.24,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-10-98/M22759_41-10-98-rev1
M22759_41-12-0,M22759/41-12-0,1,41,12,0,black,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-0/M22759_41-12-0-rev1
M22759_41-12-1,M22759/41-12-1,1,41,12,1,brown,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-1/M22759_41-12-1-rev1
M22759_41-12-2,M22759/41-12-2,1,41,12,2,red,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-2/M22759_41-12-2-rev1
M22759_41-12-3,M22759/41-12-3,1,41,12,3,orange,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-3/M22759_41-12-3-rev1
M22759_41-12-4,M22759/41-12-4,1,41,12,4,yellow,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-4/M22759_41-12-4-rev1
M22759_41-12-5,M22759/41-12-5,1,41,12,5,green,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-5/M22759_41-12-5-rev1
M22759_41-12-6,M22759/41-12-6,1,41,12,6,blue,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-6/M22759_41-12-6-rev1
M22759_41-12-7,M22759/41-12-7,1,41,12,7,violet,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-7/M22759_41-12-7-rev1
M22759_41-12-8,M22759/41-12-8,1,41,12,8,gray,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-8/M22759_41-12-8-rev1
M22759_41-12-9,M22759/41-12-9,1,41,12,9,white,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-9/M22759_41-12-9-rev1
M22759_41-12-90,M22759/41-12-90,1,41,12,90,white/black,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-90/M22759_41-12-90-rev1
M22759_41-12-91,M22759/41-12-91,1,41,12,91,white/brown,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-91/M22759_41-12-91-rev1
M22759_41-12-92,M22759/41-12-92,1,41,12,92,white/red,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-92/M22759_41-12-92-rev1
M22759_41-12-93,M22759/41-12-93,1,41,12,93,white/orange,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-93/M22759_41-12-93-rev1
M22759_41-12-94,M22759/41-12-94,1,41,12,94,white/yellow,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-94/M22759_41-12-94-rev1
M22759_41-12-95,M22759/41-12-95,1,41,12,95,white/green,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-95/M22759_41-12-95-rev1
M22759_41-12-96,M22759/41-12-96,1,41,12,96,white/blue,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-96/M22759_41-12-96-rev1
M22759_41-12-97,M22759/41-12-97,1,41,12,97,white/violet,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-97/M22759_41-12-97-rev1
M22759_41-12-98,M22759/41-12-98,1,41,12,98,white/gray,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,37x28,0.0865,0.111,0.0123,20.5,1.98,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-12-98/M22759_41-12-98-rev1
M22759_41-14-0,M22759/41-14-0,1,41,14,0,black,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,19x27,0.0670,0.094,0.0135,13.8,3.0,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-14-0/M22759_41-14-0-rev1
M22759_41-14-1,M22759/41-14-1,1,41,14,1,brown,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,19x27,0.0670,0.094,0.0135,13.8,3.0,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-14-1/M22759_41-14-1-rev1
M22759_41-14-2,M22759/41-14-2,1,41,14,2,red,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,19x27,0.0670,0.094,0.0135,13.8,3.0,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-14-2/M22759_41-14-2-rev1
M22759_41-14-3,M22759/41-14-3,1,41,14,3,orange,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,19x27,0.0670,0.094,0.0135,13.8,3.0,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-14-3/M22759_41-14-3-rev1
M22759_41-14-4,M22759/41-14-4,1,41,14,4,yellow,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,19x27,0.0670,0.094,0.0135,13.8,3.0,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-14-4/M22759_41-14-4-rev1
M22759_41-14-5,M22759/41-14-5,1,41,14,5,green,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,19x27,0.0670,0.094,0.0135,13.8,3.0,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-14-5/M22759_41-14-5-rev1
M22759_41-14-6,M22759/41-14-6,1,41,14,6,blue,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,19x27,0.0670,0.094,0.0135,13.8,3.0,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-14-6/M22759_41-14-6-rev1
M22759_41-14-7,M22759/41-14-7,1,41,14,7,violet,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,19x27,0.0670,0.094,0.0135,13.8,3.0,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-14-7/M22759_41-14-7-rev1
M22759_41-14-8,M22759/41-14-8,1,41,14,8,gray,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,19x27,0.0670,0.094,0.0135,13.8,3.0,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-14-8/M22759_41-14-8-rev1
M22759_41-14-9,M22759/41-14-9,1,41,14,9,white,MIL-DTL-22759/41,XL-ETFE,"crosslinked modified ETFE, dual wall",dual,nickel,copper,nickel-coated copper,19x27,0.0670,0.094,0.0135,13.8,3.0,200,600,,https://www.glenair.com/wire-and-cable/pdf/mil-star/gs22759-41.pdf,M22759_41-14-9/M22759_41-14-9-rev1
